class_index,class,image_name
936,n07714571,ILSVRC2012_val_00035929.JPEG
36,n01667778,ILSVRC2012_val_00029806.JPEG
914,n04612504,ILSVRC2012_val_00022075.JPEG
351,n02422106,ILSVRC2012_val_00037816.JPEG
924,n07583066,ILSVRC2012_val_00034029.JPEG
476,n02966193,ILSVRC2012_val_00011199.JPEG
442,n02825657,ILSVRC2012_val_00031082.JPEG
476,n02966193,ILSVRC2012_val_00007637.JPEG
983,n10565667,ILSVRC2012_val_00004546.JPEG
982,n10148035,ILSVRC2012_val_00020846.JPEG
941,n07717410,ILSVRC2012_val_00042080.JPEG
100,n01860187,ILSVRC2012_val_00027816.JPEG
737,n03983396,ILSVRC2012_val_00016248.JPEG
326,n02281787,ILSVRC2012_val_00039215.JPEG
615,n03623198,ILSVRC2012_val_00013679.JPEG
405,n02692877,ILSVRC2012_val_00036051.JPEG
339,n02389026,ILSVRC2012_val_00014369.JPEG
504,n03063599,ILSVRC2012_val_00025548.JPEG
694,n03874293,ILSVRC2012_val_00035353.JPEG
871,n04483307,ILSVRC2012_val_00002094.JPEG
316,n02256656,ILSVRC2012_val_00038090.JPEG
935,n07711569,ILSVRC2012_val_00034705.JPEG
300,n02165105,ILSVRC2012_val_00021653.JPEG
746,n04019541,ILSVRC2012_val_00029072.JPEG
303,n02168699,ILSVRC2012_val_00006614.JPEG
171,n02091032,ILSVRC2012_val_00034184.JPEG
768,n04118538,ILSVRC2012_val_00039844.JPEG
448,n02843684,ILSVRC2012_val_00041742.JPEG
554,n03344393,ILSVRC2012_val_00042164.JPEG
512,n03109150,ILSVRC2012_val_00049321.JPEG
788,n04200800,ILSVRC2012_val_00000455.JPEG
54,n01729322,ILSVRC2012_val_00045979.JPEG
726,n03954731,ILSVRC2012_val_00037644.JPEG
140,n02027492,ILSVRC2012_val_00040919.JPEG
8,n01514859,ILSVRC2012_val_00007530.JPEG
191,n02096051,ILSVRC2012_val_00033588.JPEG
661,n03777568,ILSVRC2012_val_00034074.JPEG
410,n02727426,ILSVRC2012_val_00025646.JPEG
133,n02011460,ILSVRC2012_val_00006339.JPEG
142,n02033041,ILSVRC2012_val_00035602.JPEG
310,n02219486,ILSVRC2012_val_00046083.JPEG
888,n04532670,ILSVRC2012_val_00039577.JPEG
952,n07753113,ILSVRC2012_val_00018524.JPEG
900,n04562935,ILSVRC2012_val_00032306.JPEG
443,n02834397,ILSVRC2012_val_00007240.JPEG
272,n02114855,ILSVRC2012_val_00028347.JPEG
576,n03447447,ILSVRC2012_val_00022701.JPEG
761,n04074963,ILSVRC2012_val_00023963.JPEG
17,n01580077,ILSVRC2012_val_00022505.JPEG
822,n04311174,ILSVRC2012_val_00000842.JPEG
668,n03788195,ILSVRC2012_val_00027590.JPEG
90,n01820546,ILSVRC2012_val_00029654.JPEG
139,n02025239,ILSVRC2012_val_00021926.JPEG
662,n03777754,ILSVRC2012_val_00040023.JPEG
11,n01531178,ILSVRC2012_val_00010409.JPEG
351,n02422106,ILSVRC2012_val_00015744.JPEG
215,n02101388,ILSVRC2012_val_00018832.JPEG
145,n02056570,ILSVRC2012_val_00026807.JPEG
216,n02101556,ILSVRC2012_val_00032124.JPEG
262,n02112706,ILSVRC2012_val_00029392.JPEG
445,n02837789,ILSVRC2012_val_00043179.JPEG
22,n01614925,ILSVRC2012_val_00042380.JPEG
610,n03595614,ILSVRC2012_val_00045794.JPEG
690,n03868242,ILSVRC2012_val_00045432.JPEG
532,n03201208,ILSVRC2012_val_00012890.JPEG
792,n04208210,ILSVRC2012_val_00019065.JPEG
864,n04461696,ILSVRC2012_val_00039723.JPEG
621,n03649909,ILSVRC2012_val_00005053.JPEG
959,n07831146,ILSVRC2012_val_00049003.JPEG
351,n02422106,ILSVRC2012_val_00003221.JPEG
91,n01824575,ILSVRC2012_val_00046251.JPEG
896,n04553703,ILSVRC2012_val_00048031.JPEG
390,n02526121,ILSVRC2012_val_00010825.JPEG
596,n03498962,ILSVRC2012_val_00011994.JPEG
194,n02096437,ILSVRC2012_val_00012706.JPEG
684,n03840681,ILSVRC2012_val_00001683.JPEG
423,n02791124,ILSVRC2012_val_00044551.JPEG
757,n04065272,ILSVRC2012_val_00042754.JPEG
932,n07695742,ILSVRC2012_val_00033327.JPEG
24,n01622779,ILSVRC2012_val_00010457.JPEG
105,n01882714,ILSVRC2012_val_00034332.JPEG
971,n09229709,ILSVRC2012_val_00002889.JPEG
343,n02397096,ILSVRC2012_val_00037020.JPEG
828,n04332243,ILSVRC2012_val_00006074.JPEG
128,n02002724,ILSVRC2012_val_00013093.JPEG
270,n02114548,ILSVRC2012_val_00028264.JPEG
431,n02804414,ILSVRC2012_val_00033077.JPEG
447,n02841315,ILSVRC2012_val_00017620.JPEG
262,n02112706,ILSVRC2012_val_00035120.JPEG
461,n02895154,ILSVRC2012_val_00021348.JPEG
43,n01688243,ILSVRC2012_val_00021646.JPEG
642,n03721384,ILSVRC2012_val_00039895.JPEG
769,n04118776,ILSVRC2012_val_00027784.JPEG
259,n02112018,ILSVRC2012_val_00025608.JPEG
11,n01531178,ILSVRC2012_val_00017391.JPEG
379,n02492660,ILSVRC2012_val_00017479.JPEG
820,n04310018,ILSVRC2012_val_00007826.JPEG
309,n02206856,ILSVRC2012_val_00018271.JPEG
21,n01608432,ILSVRC2012_val_00038111.JPEG
266,n02113712,ILSVRC2012_val_00010221.JPEG
732,n03976467,ILSVRC2012_val_00017894.JPEG
347,n02410509,ILSVRC2012_val_00049202.JPEG
827,n04330267,ILSVRC2012_val_00001174.JPEG
871,n04483307,ILSVRC2012_val_00012323.JPEG
877,n04501370,ILSVRC2012_val_00001788.JPEG
971,n09229709,ILSVRC2012_val_00049716.JPEG
844,n04372370,ILSVRC2012_val_00000053.JPEG
990,n12768682,ILSVRC2012_val_00020478.JPEG
720,n03937543,ILSVRC2012_val_00015504.JPEG
230,n02105855,ILSVRC2012_val_00031994.JPEG
19,n01592084,ILSVRC2012_val_00032102.JPEG
865,n04462240,ILSVRC2012_val_00006750.JPEG
936,n07714571,ILSVRC2012_val_00038733.JPEG
305,n02172182,ILSVRC2012_val_00010678.JPEG
103,n01873310,ILSVRC2012_val_00011213.JPEG
594,n03495258,ILSVRC2012_val_00034624.JPEG
187,n02094433,ILSVRC2012_val_00035939.JPEG
395,n02641379,ILSVRC2012_val_00020693.JPEG
537,n03218198,ILSVRC2012_val_00036096.JPEG
996,n13052670,ILSVRC2012_val_00039616.JPEG
325,n02281406,ILSVRC2012_val_00000618.JPEG
890,n04540053,ILSVRC2012_val_00023756.JPEG
628,n03673027,ILSVRC2012_val_00041687.JPEG
416,n02777292,ILSVRC2012_val_00015409.JPEG
217,n02102040,ILSVRC2012_val_00025442.JPEG
135,n02013706,ILSVRC2012_val_00029329.JPEG
364,n02457408,ILSVRC2012_val_00006352.JPEG
201,n02097658,ILSVRC2012_val_00028192.JPEG
228,n02105505,ILSVRC2012_val_00042220.JPEG
341,n02395406,ILSVRC2012_val_00014171.JPEG
276,n02117135,ILSVRC2012_val_00020325.JPEG
529,n03188531,ILSVRC2012_val_00024563.JPEG
173,n02091244,ILSVRC2012_val_00001250.JPEG
518,n03127747,ILSVRC2012_val_00035082.JPEG
903,n04584207,ILSVRC2012_val_00002155.JPEG
877,n04501370,ILSVRC2012_val_00019009.JPEG
59,n01739381,ILSVRC2012_val_00008888.JPEG
5,n01496331,ILSVRC2012_val_00005432.JPEG
586,n03478589,ILSVRC2012_val_00017884.JPEG
494,n03017168,ILSVRC2012_val_00008723.JPEG
723,n03944341,ILSVRC2012_val_00012344.JPEG
75,n01774384,ILSVRC2012_val_00032261.JPEG
330,n02325366,ILSVRC2012_val_00002029.JPEG
873,n04486054,ILSVRC2012_val_00028357.JPEG
317,n02259212,ILSVRC2012_val_00015606.JPEG
607,n03590841,ILSVRC2012_val_00024358.JPEG
229,n02105641,ILSVRC2012_val_00028477.JPEG
93,n01829413,ILSVRC2012_val_00005282.JPEG
63,n01748264,ILSVRC2012_val_00014598.JPEG
742,n04004767,ILSVRC2012_val_00007051.JPEG
170,n02090721,ILSVRC2012_val_00022022.JPEG
65,n01751748,ILSVRC2012_val_00035914.JPEG
14,n01537544,ILSVRC2012_val_00010339.JPEG
10,n01530575,ILSVRC2012_val_00037748.JPEG
135,n02013706,ILSVRC2012_val_00045054.JPEG
814,n04273569,ILSVRC2012_val_00020353.JPEG
209,n02099849,ILSVRC2012_val_00004423.JPEG
396,n02643566,ILSVRC2012_val_00004055.JPEG
302,n02167151,ILSVRC2012_val_00014278.JPEG
136,n02017213,ILSVRC2012_val_00037233.JPEG
203,n02098286,ILSVRC2012_val_00030138.JPEG
132,n02009912,ILSVRC2012_val_00008035.JPEG
752,n04039381,ILSVRC2012_val_00013012.JPEG
859,n04442312,ILSVRC2012_val_00008998.JPEG
528,n03187595,ILSVRC2012_val_00025136.JPEG
775,n04136333,ILSVRC2012_val_00030078.JPEG
126,n01990800,ILSVRC2012_val_00043515.JPEG
83,n01798484,ILSVRC2012_val_00040513.JPEG
51,n01704323,ILSVRC2012_val_00027700.JPEG
825,n04326547,ILSVRC2012_val_00008677.JPEG
564,n03388549,ILSVRC2012_val_00011460.JPEG
220,n02102480,ILSVRC2012_val_00006351.JPEG
84,n01806143,ILSVRC2012_val_00022422.JPEG
22,n01614925,ILSVRC2012_val_00007712.JPEG
732,n03976467,ILSVRC2012_val_00028460.JPEG
606,n03584829,ILSVRC2012_val_00047091.JPEG
91,n01824575,ILSVRC2012_val_00044108.JPEG
65,n01751748,ILSVRC2012_val_00042301.JPEG
290,n02128925,ILSVRC2012_val_00040784.JPEG
93,n01829413,ILSVRC2012_val_00041697.JPEG
901,n04579145,ILSVRC2012_val_00047883.JPEG
237,n02107312,ILSVRC2012_val_00016499.JPEG
580,n03457902,ILSVRC2012_val_00014654.JPEG
277,n02119022,ILSVRC2012_val_00025140.JPEG
23,n01616318,ILSVRC2012_val_00012178.JPEG
420,n02787622,ILSVRC2012_val_00029236.JPEG
963,n07873807,ILSVRC2012_val_00034847.JPEG
465,n02916936,ILSVRC2012_val_00018897.JPEG
519,n03127925,ILSVRC2012_val_00017591.JPEG
868,n04476259,ILSVRC2012_val_00045731.JPEG
27,n01631663,ILSVRC2012_val_00016818.JPEG
426,n02794156,ILSVRC2012_val_00003043.JPEG
82,n01797886,ILSVRC2012_val_00033167.JPEG
81,n01796340,ILSVRC2012_val_00024630.JPEG
228,n02105505,ILSVRC2012_val_00037907.JPEG
879,n04507155,ILSVRC2012_val_00019809.JPEG
392,n02606052,ILSVRC2012_val_00029528.JPEG
763,n04086273,ILSVRC2012_val_00021784.JPEG
706,n03899768,ILSVRC2012_val_00033891.JPEG
909,n04596742,ILSVRC2012_val_00021202.JPEG
384,n02500267,ILSVRC2012_val_00028011.JPEG
779,n04146614,ILSVRC2012_val_00001736.JPEG
315,n02236044,ILSVRC2012_val_00005089.JPEG
51,n01704323,ILSVRC2012_val_00048548.JPEG
69,n01768244,ILSVRC2012_val_00034606.JPEG
346,n02408429,ILSVRC2012_val_00005913.JPEG
873,n04486054,ILSVRC2012_val_00006912.JPEG
405,n02692877,ILSVRC2012_val_00033655.JPEG
672,n03792972,ILSVRC2012_val_00022677.JPEG
1,n01443537,ILSVRC2012_val_00018075.JPEG
347,n02410509,ILSVRC2012_val_00023312.JPEG
279,n02120079,ILSVRC2012_val_00042659.JPEG
513,n03110669,ILSVRC2012_val_00030931.JPEG
343,n02397096,ILSVRC2012_val_00012835.JPEG
346,n02408429,ILSVRC2012_val_00041957.JPEG
287,n02127052,ILSVRC2012_val_00024645.JPEG
109,n01917289,ILSVRC2012_val_00018292.JPEG
268,n02113978,ILSVRC2012_val_00026509.JPEG
736,n03982430,ILSVRC2012_val_00025950.JPEG
843,n04371774,ILSVRC2012_val_00034314.JPEG
812,n04266014,ILSVRC2012_val_00005531.JPEG
181,n02093647,ILSVRC2012_val_00004342.JPEG
377,n02490219,ILSVRC2012_val_00039121.JPEG
51,n01704323,ILSVRC2012_val_00047656.JPEG
346,n02408429,ILSVRC2012_val_00000552.JPEG
340,n02391049,ILSVRC2012_val_00014584.JPEG
84,n01806143,ILSVRC2012_val_00049584.JPEG
544,n03259280,ILSVRC2012_val_00026493.JPEG
533,n03207743,ILSVRC2012_val_00048854.JPEG
123,n01984695,ILSVRC2012_val_00031704.JPEG
930,n07684084,ILSVRC2012_val_00047894.JPEG
172,n02091134,ILSVRC2012_val_00035997.JPEG
167,n02089973,ILSVRC2012_val_00043610.JPEG
182,n02093754,ILSVRC2012_val_00020865.JPEG
309,n02206856,ILSVRC2012_val_00030537.JPEG
109,n01917289,ILSVRC2012_val_00047927.JPEG
873,n04486054,ILSVRC2012_val_00007766.JPEG
794,n04209239,ILSVRC2012_val_00033918.JPEG
739,n03992509,ILSVRC2012_val_00003396.JPEG
749,n04033901,ILSVRC2012_val_00006721.JPEG
270,n02114548,ILSVRC2012_val_00048997.JPEG
259,n02112018,ILSVRC2012_val_00025677.JPEG
353,n02423022,ILSVRC2012_val_00033252.JPEG
637,n03710193,ILSVRC2012_val_00034003.JPEG
379,n02492660,ILSVRC2012_val_00029394.JPEG
903,n04584207,ILSVRC2012_val_00039917.JPEG
333,n02342885,ILSVRC2012_val_00000617.JPEG
626,n03666591,ILSVRC2012_val_00005804.JPEG
80,n01795545,ILSVRC2012_val_00029956.JPEG
594,n03495258,ILSVRC2012_val_00008995.JPEG
11,n01531178,ILSVRC2012_val_00024256.JPEG
779,n04146614,ILSVRC2012_val_00015048.JPEG
371,n02486261,ILSVRC2012_val_00009830.JPEG
779,n04146614,ILSVRC2012_val_00038209.JPEG
41,n01685808,ILSVRC2012_val_00020356.JPEG
594,n03495258,ILSVRC2012_val_00043409.JPEG
14,n01537544,ILSVRC2012_val_00026259.JPEG
5,n01496331,ILSVRC2012_val_00028161.JPEG
530,n03196217,ILSVRC2012_val_00041483.JPEG
322,n02277742,ILSVRC2012_val_00039579.JPEG
457,n02883205,ILSVRC2012_val_00039746.JPEG
191,n02096051,ILSVRC2012_val_00041551.JPEG
962,n07871810,ILSVRC2012_val_00043884.JPEG
635,n03706229,ILSVRC2012_val_00043753.JPEG
446,n02840245,ILSVRC2012_val_00016307.JPEG
897,n04554684,ILSVRC2012_val_00035827.JPEG
839,n04366367,ILSVRC2012_val_00030006.JPEG
45,n01692333,ILSVRC2012_val_00012229.JPEG
647,n03733805,ILSVRC2012_val_00029464.JPEG
953,n07753275,ILSVRC2012_val_00008567.JPEG
254,n02110958,ILSVRC2012_val_00032117.JPEG
69,n01768244,ILSVRC2012_val_00003421.JPEG
148,n02071294,ILSVRC2012_val_00006253.JPEG
394,n02640242,ILSVRC2012_val_00003085.JPEG
997,n13054560,ILSVRC2012_val_00019523.JPEG
37,n01669191,ILSVRC2012_val_00038230.JPEG
99,n01855672,ILSVRC2012_val_00045728.JPEG
567,n03400231,ILSVRC2012_val_00001620.JPEG
707,n03902125,ILSVRC2012_val_00044177.JPEG
81,n01796340,ILSVRC2012_val_00048825.JPEG
0,n01440764,ILSVRC2012_val_00028158.JPEG
127,n02002556,ILSVRC2012_val_00031575.JPEG
548,n03290653,ILSVRC2012_val_00001694.JPEG
628,n03673027,ILSVRC2012_val_00000868.JPEG
550,n03297495,ILSVRC2012_val_00037864.JPEG
242,n02108089,ILSVRC2012_val_00020841.JPEG
715,n03929855,ILSVRC2012_val_00011883.JPEG
165,n02089078,ILSVRC2012_val_00047117.JPEG
923,n07579787,ILSVRC2012_val_00003935.JPEG
950,n07747607,ILSVRC2012_val_00026831.JPEG
166,n02089867,ILSVRC2012_val_00049809.JPEG
876,n04493381,ILSVRC2012_val_00013218.JPEG
404,n02690373,ILSVRC2012_val_00046862.JPEG
672,n03792972,ILSVRC2012_val_00024316.JPEG
628,n03673027,ILSVRC2012_val_00031444.JPEG
184,n02093991,ILSVRC2012_val_00034617.JPEG
276,n02117135,ILSVRC2012_val_00023004.JPEG
820,n04310018,ILSVRC2012_val_00003599.JPEG
474,n02963159,ILSVRC2012_val_00011194.JPEG
134,n02012849,ILSVRC2012_val_00037379.JPEG
863,n04458633,ILSVRC2012_val_00048297.JPEG
575,n03445924,ILSVRC2012_val_00018655.JPEG
964,n07875152,ILSVRC2012_val_00046364.JPEG
584,n03476684,ILSVRC2012_val_00032884.JPEG
484,n02981792,ILSVRC2012_val_00019341.JPEG
251,n02110341,ILSVRC2012_val_00028175.JPEG
260,n02112137,ILSVRC2012_val_00006537.JPEG
111,n01930112,ILSVRC2012_val_00026452.JPEG
518,n03127747,ILSVRC2012_val_00047186.JPEG
104,n01877812,ILSVRC2012_val_00022626.JPEG
84,n01806143,ILSVRC2012_val_00043808.JPEG
288,n02128385,ILSVRC2012_val_00031056.JPEG
251,n02110341,ILSVRC2012_val_00042611.JPEG
713,n03924679,ILSVRC2012_val_00031796.JPEG
144,n02051845,ILSVRC2012_val_00047669.JPEG
305,n02172182,ILSVRC2012_val_00030596.JPEG
79,n01784675,ILSVRC2012_val_00033423.JPEG
373,n02487347,ILSVRC2012_val_00039563.JPEG
929,n07615774,ILSVRC2012_val_00018588.JPEG
334,n02346627,ILSVRC2012_val_00031706.JPEG
140,n02027492,ILSVRC2012_val_00003964.JPEG
631,n03690938,ILSVRC2012_val_00032861.JPEG
996,n13052670,ILSVRC2012_val_00015104.JPEG
713,n03924679,ILSVRC2012_val_00049449.JPEG
239,n02107683,ILSVRC2012_val_00042533.JPEG
34,n01665541,ILSVRC2012_val_00026049.JPEG
696,n03876231,ILSVRC2012_val_00038433.JPEG
458,n02892201,ILSVRC2012_val_00001145.JPEG
128,n02002724,ILSVRC2012_val_00019562.JPEG
92,n01828970,ILSVRC2012_val_00008236.JPEG
445,n02837789,ILSVRC2012_val_00004709.JPEG
736,n03982430,ILSVRC2012_val_00046262.JPEG
179,n02093256,ILSVRC2012_val_00037318.JPEG
177,n02092002,ILSVRC2012_val_00000405.JPEG
585,n03476991,ILSVRC2012_val_00044434.JPEG
350,n02417914,ILSVRC2012_val_00004914.JPEG
340,n02391049,ILSVRC2012_val_00024008.JPEG
189,n02095570,ILSVRC2012_val_00005146.JPEG
575,n03445924,ILSVRC2012_val_00043045.JPEG
844,n04372370,ILSVRC2012_val_00023150.JPEG
314,n02233338,ILSVRC2012_val_00004177.JPEG
181,n02093647,ILSVRC2012_val_00033269.JPEG
670,n03791053,ILSVRC2012_val_00016338.JPEG
183,n02093859,ILSVRC2012_val_00040589.JPEG
821,n04311004,ILSVRC2012_val_00012028.JPEG
749,n04033901,ILSVRC2012_val_00017737.JPEG
285,n02124075,ILSVRC2012_val_00004719.JPEG
122,n01983481,ILSVRC2012_val_00037880.JPEG
980,n09472597,ILSVRC2012_val_00033313.JPEG
21,n01608432,ILSVRC2012_val_00001218.JPEG
732,n03976467,ILSVRC2012_val_00000765.JPEG
645,n03733131,ILSVRC2012_val_00018109.JPEG
558,n03372029,ILSVRC2012_val_00040369.JPEG
687,n03854065,ILSVRC2012_val_00020122.JPEG
805,n04254680,ILSVRC2012_val_00011606.JPEG
397,n02655020,ILSVRC2012_val_00007185.JPEG
84,n01806143,ILSVRC2012_val_00002383.JPEG
532,n03201208,ILSVRC2012_val_00020899.JPEG
881,n04515003,ILSVRC2012_val_00049944.JPEG
643,n03724870,ILSVRC2012_val_00032913.JPEG
437,n02814860,ILSVRC2012_val_00037352.JPEG
53,n01728920,ILSVRC2012_val_00016321.JPEG
318,n02264363,ILSVRC2012_val_00026775.JPEG
13,n01534433,ILSVRC2012_val_00012058.JPEG
281,n02123045,ILSVRC2012_val_00012975.JPEG
952,n07753113,ILSVRC2012_val_00033994.JPEG
81,n01796340,ILSVRC2012_val_00037119.JPEG
716,n03930313,ILSVRC2012_val_00008896.JPEG
447,n02841315,ILSVRC2012_val_00007638.JPEG
232,n02106166,ILSVRC2012_val_00003303.JPEG
87,n01817953,ILSVRC2012_val_00018742.JPEG
603,n03538406,ILSVRC2012_val_00048753.JPEG
0,n01440764,ILSVRC2012_val_00011233.JPEG
178,n02092339,ILSVRC2012_val_00017966.JPEG
10,n01530575,ILSVRC2012_val_00047878.JPEG
352,n02422699,ILSVRC2012_val_00015081.JPEG
220,n02102480,ILSVRC2012_val_00041060.JPEG
882,n04517823,ILSVRC2012_val_00027055.JPEG
137,n02018207,ILSVRC2012_val_00038948.JPEG
577,n03447721,ILSVRC2012_val_00007286.JPEG
478,n02971356,ILSVRC2012_val_00006483.JPEG
267,n02113799,ILSVRC2012_val_00012255.JPEG
431,n02804414,ILSVRC2012_val_00038520.JPEG
244,n02108551,ILSVRC2012_val_00028514.JPEG
19,n01592084,ILSVRC2012_val_00024353.JPEG
538,n03220513,ILSVRC2012_val_00019575.JPEG
17,n01580077,ILSVRC2012_val_00011446.JPEG
14,n01537544,ILSVRC2012_val_00031987.JPEG
595,n03496892,ILSVRC2012_val_00000015.JPEG
475,n02965783,ILSVRC2012_val_00049671.JPEG
363,n02454379,ILSVRC2012_val_00002448.JPEG
872,n04485082,ILSVRC2012_val_00041731.JPEG
217,n02102040,ILSVRC2012_val_00038569.JPEG
776,n04141076,ILSVRC2012_val_00003260.JPEG
785,n04162706,ILSVRC2012_val_00011299.JPEG
678,n03814639,ILSVRC2012_val_00049349.JPEG
931,n07693725,ILSVRC2012_val_00037065.JPEG
496,n03026506,ILSVRC2012_val_00036565.JPEG
118,n01978287,ILSVRC2012_val_00008210.JPEG
776,n04141076,ILSVRC2012_val_00022964.JPEG
569,n03417042,ILSVRC2012_val_00009345.JPEG
407,n02701002,ILSVRC2012_val_00018957.JPEG
411,n02730930,ILSVRC2012_val_00042510.JPEG
811,n04265275,ILSVRC2012_val_00037218.JPEG
611,n03598930,ILSVRC2012_val_00038957.JPEG
602,n03535780,ILSVRC2012_val_00014669.JPEG
320,n02268853,ILSVRC2012_val_00049041.JPEG
326,n02281787,ILSVRC2012_val_00032299.JPEG
80,n01795545,ILSVRC2012_val_00045571.JPEG
113,n01944390,ILSVRC2012_val_00007479.JPEG
880,n04509417,ILSVRC2012_val_00042074.JPEG
399,n02667093,ILSVRC2012_val_00021534.JPEG
164,n02088632,ILSVRC2012_val_00030757.JPEG
143,n02037110,ILSVRC2012_val_00029910.JPEG
127,n02002556,ILSVRC2012_val_00018991.JPEG
827,n04330267,ILSVRC2012_val_00008423.JPEG
468,n02930766,ILSVRC2012_val_00044318.JPEG
20,n01601694,ILSVRC2012_val_00013223.JPEG
264,n02113186,ILSVRC2012_val_00047919.JPEG
105,n01882714,ILSVRC2012_val_00031046.JPEG
807,n04258138,ILSVRC2012_val_00004067.JPEG
283,n02123394,ILSVRC2012_val_00016354.JPEG
956,n07760859,ILSVRC2012_val_00031795.JPEG
366,n02480855,ILSVRC2012_val_00016173.JPEG
439,n02817516,ILSVRC2012_val_00012627.JPEG
528,n03187595,ILSVRC2012_val_00016388.JPEG
591,n03485794,ILSVRC2012_val_00019018.JPEG
739,n03992509,ILSVRC2012_val_00003294.JPEG
75,n01774384,ILSVRC2012_val_00033912.JPEG
981,n09835506,ILSVRC2012_val_00018432.JPEG
651,n03761084,ILSVRC2012_val_00026735.JPEG
327,n02317335,ILSVRC2012_val_00046544.JPEG
625,n03662601,ILSVRC2012_val_00009001.JPEG
217,n02102040,ILSVRC2012_val_00016582.JPEG
554,n03344393,ILSVRC2012_val_00006748.JPEG
102,n01872401,ILSVRC2012_val_00039058.JPEG
291,n02129165,ILSVRC2012_val_00036117.JPEG
880,n04509417,ILSVRC2012_val_00013855.JPEG
99,n01855672,ILSVRC2012_val_00012089.JPEG
601,n03534580,ILSVRC2012_val_00015718.JPEG
151,n02085620,ILSVRC2012_val_00046450.JPEG
716,n03930313,ILSVRC2012_val_00031960.JPEG
376,n02489166,ILSVRC2012_val_00020217.JPEG
547,n03272562,ILSVRC2012_val_00043068.JPEG
8,n01514859,ILSVRC2012_val_00001368.JPEG
601,n03534580,ILSVRC2012_val_00024523.JPEG
577,n03447721,ILSVRC2012_val_00018723.JPEG
409,n02708093,ILSVRC2012_val_00031526.JPEG
127,n02002556,ILSVRC2012_val_00010084.JPEG
745,n04009552,ILSVRC2012_val_00005673.JPEG
313,n02231487,ILSVRC2012_val_00010198.JPEG
438,n02815834,ILSVRC2012_val_00001780.JPEG
342,n02396427,ILSVRC2012_val_00011372.JPEG
988,n12267677,ILSVRC2012_val_00045530.JPEG
354,n02437312,ILSVRC2012_val_00039249.JPEG
251,n02110341,ILSVRC2012_val_00020015.JPEG
328,n02319095,ILSVRC2012_val_00001026.JPEG
903,n04584207,ILSVRC2012_val_00027984.JPEG
275,n02116738,ILSVRC2012_val_00002365.JPEG
49,n01697457,ILSVRC2012_val_00023759.JPEG
972,n09246464,ILSVRC2012_val_00017728.JPEG
753,n04040759,ILSVRC2012_val_00000770.JPEG
185,n02094114,ILSVRC2012_val_00023513.JPEG
138,n02018795,ILSVRC2012_val_00038069.JPEG
82,n01797886,ILSVRC2012_val_00040334.JPEG
636,n03709823,ILSVRC2012_val_00032639.JPEG
13,n01534433,ILSVRC2012_val_00003903.JPEG
891,n04542943,ILSVRC2012_val_00044601.JPEG
260,n02112137,ILSVRC2012_val_00030595.JPEG
486,n02992211,ILSVRC2012_val_00042863.JPEG
216,n02101556,ILSVRC2012_val_00030540.JPEG
582,n03461385,ILSVRC2012_val_00042117.JPEG
210,n02100236,ILSVRC2012_val_00048694.JPEG
452,n02869837,ILSVRC2012_val_00035857.JPEG
592,n03492542,ILSVRC2012_val_00006642.JPEG
22,n01614925,ILSVRC2012_val_00027196.JPEG
28,n01632458,ILSVRC2012_val_00029491.JPEG
79,n01784675,ILSVRC2012_val_00023476.JPEG
822,n04311174,ILSVRC2012_val_00045635.JPEG
510,n03095699,ILSVRC2012_val_00017812.JPEG
956,n07760859,ILSVRC2012_val_00028257.JPEG
946,n07730033,ILSVRC2012_val_00041488.JPEG
189,n02095570,ILSVRC2012_val_00048370.JPEG
926,n07590611,ILSVRC2012_val_00025881.JPEG
625,n03662601,ILSVRC2012_val_00000571.JPEG
723,n03944341,ILSVRC2012_val_00048609.JPEG
823,n04317175,ILSVRC2012_val_00041111.JPEG
20,n01601694,ILSVRC2012_val_00028099.JPEG
505,n03063689,ILSVRC2012_val_00034618.JPEG
460,n02894605,ILSVRC2012_val_00012548.JPEG
419,n02786058,ILSVRC2012_val_00021652.JPEG
476,n02966193,ILSVRC2012_val_00015138.JPEG
326,n02281787,ILSVRC2012_val_00040785.JPEG
304,n02169497,ILSVRC2012_val_00015802.JPEG
616,n03627232,ILSVRC2012_val_00021018.JPEG
593,n03494278,ILSVRC2012_val_00039798.JPEG
164,n02088632,ILSVRC2012_val_00022179.JPEG
803,n04252225,ILSVRC2012_val_00003635.JPEG
440,n02823428,ILSVRC2012_val_00009225.JPEG
701,n03888257,ILSVRC2012_val_00026575.JPEG
458,n02892201,ILSVRC2012_val_00017464.JPEG
639,n03710721,ILSVRC2012_val_00040819.JPEG
532,n03201208,ILSVRC2012_val_00035775.JPEG
47,n01694178,ILSVRC2012_val_00012819.JPEG
921,n07248320,ILSVRC2012_val_00030743.JPEG
872,n04485082,ILSVRC2012_val_00044667.JPEG
984,n11879895,ILSVRC2012_val_00041492.JPEG
347,n02410509,ILSVRC2012_val_00048511.JPEG
569,n03417042,ILSVRC2012_val_00044976.JPEG
244,n02108551,ILSVRC2012_val_00013997.JPEG
908,n04592741,ILSVRC2012_val_00020035.JPEG
92,n01828970,ILSVRC2012_val_00005634.JPEG
972,n09246464,ILSVRC2012_val_00044389.JPEG
405,n02692877,ILSVRC2012_val_00021947.JPEG
172,n02091134,ILSVRC2012_val_00012644.JPEG
994,n13040303,ILSVRC2012_val_00001743.JPEG
357,n02442845,ILSVRC2012_val_00039409.JPEG
94,n01833805,ILSVRC2012_val_00015665.JPEG
