class_index,class,image_name
953,n07753275,ILSVRC2012_val_00048671.JPEG
403,n02687172,ILSVRC2012_val_00026441.JPEG
33,n01664065,ILSVRC2012_val_00011444.JPEG
659,n03775546,ILSVRC2012_val_00028446.JPEG
142,n02033041,ILSVRC2012_val_00010391.JPEG
605,n03584254,ILSVRC2012_val_00045131.JPEG
334,n02346627,ILSVRC2012_val_00049176.JPEG
152,n02085782,ILSVRC2012_val_00009007.JPEG
359,n02443484,ILSVRC2012_val_00012000.JPEG
649,n03743016,ILSVRC2012_val_00022549.JPEG
199,n02097298,ILSVRC2012_val_00019057.JPEG
351,n02422106,ILSVRC2012_val_00037470.JPEG
139,n02025239,ILSVRC2012_val_00020774.JPEG
547,n03272562,ILSVRC2012_val_00020145.JPEG
830,n04336792,ILSVRC2012_val_00026841.JPEG
97,n01847000,ILSVRC2012_val_00041838.JPEG
537,n03218198,ILSVRC2012_val_00043057.JPEG
2,n01484850,ILSVRC2012_val_00039445.JPEG
510,n03095699,ILSVRC2012_val_00027211.JPEG
877,n04501370,ILSVRC2012_val_00024489.JPEG
421,n02788148,ILSVRC2012_val_00011307.JPEG
498,n03032252,ILSVRC2012_val_00047360.JPEG
672,n03792972,ILSVRC2012_val_00034475.JPEG
96,n01843383,ILSVRC2012_val_00032492.JPEG
64,n01749939,ILSVRC2012_val_00021593.JPEG
251,n02110341,ILSVRC2012_val_00033418.JPEG
606,n03584829,ILSVRC2012_val_00001139.JPEG
51,n01704323,ILSVRC2012_val_00035687.JPEG
224,n02105056,ILSVRC2012_val_00037580.JPEG
405,n02692877,ILSVRC2012_val_00018959.JPEG
118,n01978287,ILSVRC2012_val_00015526.JPEG
628,n03673027,ILSVRC2012_val_00007758.JPEG
448,n02843684,ILSVRC2012_val_00017373.JPEG
63,n01748264,ILSVRC2012_val_00022819.JPEG
989,n12620546,ILSVRC2012_val_00016955.JPEG
544,n03259280,ILSVRC2012_val_00020608.JPEG
310,n02219486,ILSVRC2012_val_00029109.JPEG
881,n04515003,ILSVRC2012_val_00016309.JPEG
104,n01877812,ILSVRC2012_val_00015174.JPEG
853,n04417672,ILSVRC2012_val_00046482.JPEG
260,n02112137,ILSVRC2012_val_00006537.JPEG
234,n02106550,ILSVRC2012_val_00013447.JPEG
262,n02112706,ILSVRC2012_val_00035120.JPEG
43,n01688243,ILSVRC2012_val_00038586.JPEG
327,n02317335,ILSVRC2012_val_00049508.JPEG
607,n03590841,ILSVRC2012_val_00030566.JPEG
640,n03717622,ILSVRC2012_val_00023842.JPEG
251,n02110341,ILSVRC2012_val_00010202.JPEG
209,n02099849,ILSVRC2012_val_00000668.JPEG
23,n01616318,ILSVRC2012_val_00001391.JPEG
603,n03538406,ILSVRC2012_val_00039586.JPEG
693,n03873416,ILSVRC2012_val_00030677.JPEG
377,n02490219,ILSVRC2012_val_00010454.JPEG
10,n01530575,ILSVRC2012_val_00010999.JPEG
822,n04311174,ILSVRC2012_val_00015014.JPEG
131,n02009229,ILSVRC2012_val_00030263.JPEG
120,n01980166,ILSVRC2012_val_00003308.JPEG
562,n03388043,ILSVRC2012_val_00039949.JPEG
159,n02087394,ILSVRC2012_val_00006900.JPEG
131,n02009229,ILSVRC2012_val_00010673.JPEG
591,n03485794,ILSVRC2012_val_00022523.JPEG
695,n03874599,ILSVRC2012_val_00024746.JPEG
754,n04041544,ILSVRC2012_val_00026909.JPEG
900,n04562935,ILSVRC2012_val_00011879.JPEG
540,n03240683,ILSVRC2012_val_00034447.JPEG
157,n02086910,ILSVRC2012_val_00015144.JPEG
392,n02606052,ILSVRC2012_val_00029528.JPEG
559,n03376595,ILSVRC2012_val_00035229.JPEG
927,n07613480,ILSVRC2012_val_00033572.JPEG
87,n01817953,ILSVRC2012_val_00036337.JPEG
989,n12620546,ILSVRC2012_val_00041462.JPEG
779,n04146614,ILSVRC2012_val_00034858.JPEG
102,n01872401,ILSVRC2012_val_00049052.JPEG
181,n02093647,ILSVRC2012_val_00004342.JPEG
256,n02111277,ILSVRC2012_val_00021436.JPEG
176,n02091831,ILSVRC2012_val_00038759.JPEG
457,n02883205,ILSVRC2012_val_00039581.JPEG
476,n02966193,ILSVRC2012_val_00006344.JPEG
293,n02130308,ILSVRC2012_val_00005006.JPEG
69,n01768244,ILSVRC2012_val_00045908.JPEG
150,n02077923,ILSVRC2012_val_00025926.JPEG
940,n07716906,ILSVRC2012_val_00014384.JPEG
304,n02169497,ILSVRC2012_val_00007549.JPEG
257,n02111500,ILSVRC2012_val_00001624.JPEG
875,n04487394,ILSVRC2012_val_00028953.JPEG
247,n02109525,ILSVRC2012_val_00026467.JPEG
951,n07749582,ILSVRC2012_val_00003843.JPEG
317,n02259212,ILSVRC2012_val_00042796.JPEG
896,n04553703,ILSVRC2012_val_00018177.JPEG
607,n03590841,ILSVRC2012_val_00006873.JPEG
63,n01748264,ILSVRC2012_val_00014181.JPEG
877,n04501370,ILSVRC2012_val_00002962.JPEG
821,n04311004,ILSVRC2012_val_00005280.JPEG
313,n02231487,ILSVRC2012_val_00001585.JPEG
782,n04152593,ILSVRC2012_val_00031567.JPEG
800,n04243546,ILSVRC2012_val_00005514.JPEG
97,n01847000,ILSVRC2012_val_00027737.JPEG
532,n03201208,ILSVRC2012_val_00044451.JPEG
902,n04579432,ILSVRC2012_val_00018816.JPEG
564,n03388549,ILSVRC2012_val_00022965.JPEG
339,n02389026,ILSVRC2012_val_00034046.JPEG
0,n01440764,ILSVRC2012_val_00002138.JPEG
752,n04039381,ILSVRC2012_val_00029429.JPEG
590,n03485407,ILSVRC2012_val_00014632.JPEG
575,n03445924,ILSVRC2012_val_00018661.JPEG
727,n03956157,ILSVRC2012_val_00001969.JPEG
292,n02129604,ILSVRC2012_val_00029685.JPEG
381,n02493793,ILSVRC2012_val_00036397.JPEG
252,n02110627,ILSVRC2012_val_00044949.JPEG
401,n02672831,ILSVRC2012_val_00013625.JPEG
500,n03042490,ILSVRC2012_val_00032153.JPEG
747,n04023962,ILSVRC2012_val_00027896.JPEG
761,n04074963,ILSVRC2012_val_00049013.JPEG
691,n03868863,ILSVRC2012_val_00011676.JPEG
156,n02086646,ILSVRC2012_val_00025911.JPEG
71,n01770393,ILSVRC2012_val_00005821.JPEG
428,n02797295,ILSVRC2012_val_00002509.JPEG
251,n02110341,ILSVRC2012_val_00001702.JPEG
762,n04081281,ILSVRC2012_val_00030489.JPEG
407,n02701002,ILSVRC2012_val_00018395.JPEG
81,n01796340,ILSVRC2012_val_00048825.JPEG
178,n02092339,ILSVRC2012_val_00001425.JPEG
345,n02403003,ILSVRC2012_val_00037334.JPEG
992,n12998815,ILSVRC2012_val_00047343.JPEG
362,n02447366,ILSVRC2012_val_00006734.JPEG
766,n04111531,ILSVRC2012_val_00025917.JPEG
918,n06785654,ILSVRC2012_val_00029867.JPEG
90,n01820546,ILSVRC2012_val_00019716.JPEG
66,n01753488,ILSVRC2012_val_00043559.JPEG
361,n02445715,ILSVRC2012_val_00000446.JPEG
339,n02389026,ILSVRC2012_val_00045251.JPEG
684,n03840681,ILSVRC2012_val_00011958.JPEG
991,n12985857,ILSVRC2012_val_00015085.JPEG
110,n01924916,ILSVRC2012_val_00047895.JPEG
253,n02110806,ILSVRC2012_val_00010970.JPEG
161,n02088238,ILSVRC2012_val_00008552.JPEG
786,n04179913,ILSVRC2012_val_00006735.JPEG
463,n02909870,ILSVRC2012_val_00017622.JPEG
385,n02504013,ILSVRC2012_val_00034664.JPEG
86,n01807496,ILSVRC2012_val_00026168.JPEG
612,n03599486,ILSVRC2012_val_00012136.JPEG
69,n01768244,ILSVRC2012_val_00008410.JPEG
47,n01694178,ILSVRC2012_val_00043043.JPEG
865,n04462240,ILSVRC2012_val_00035396.JPEG
455,n02877765,ILSVRC2012_val_00009849.JPEG
85,n01806567,ILSVRC2012_val_00043462.JPEG
654,n03769881,ILSVRC2012_val_00010968.JPEG
461,n02895154,ILSVRC2012_val_00000080.JPEG
603,n03538406,ILSVRC2012_val_00040834.JPEG
466,n02917067,ILSVRC2012_val_00019567.JPEG
105,n01882714,ILSVRC2012_val_00034332.JPEG
265,n02113624,ILSVRC2012_val_00012039.JPEG
573,n03444034,ILSVRC2012_val_00005110.JPEG
820,n04310018,ILSVRC2012_val_00018868.JPEG
279,n02120079,ILSVRC2012_val_00043127.JPEG
253,n02110806,ILSVRC2012_val_00007695.JPEG
952,n07753113,ILSVRC2012_val_00033680.JPEG
586,n03478589,ILSVRC2012_val_00029536.JPEG
340,n02391049,ILSVRC2012_val_00034575.JPEG
420,n02787622,ILSVRC2012_val_00005651.JPEG
70,n01770081,ILSVRC2012_val_00006831.JPEG
959,n07831146,ILSVRC2012_val_00049003.JPEG
604,n03544143,ILSVRC2012_val_00048563.JPEG
138,n02018795,ILSVRC2012_val_00038522.JPEG
104,n01877812,ILSVRC2012_val_00033254.JPEG
855,n04423845,ILSVRC2012_val_00027942.JPEG
260,n02112137,ILSVRC2012_val_00006416.JPEG
219,n02102318,ILSVRC2012_val_00003530.JPEG
674,n03794056,ILSVRC2012_val_00020880.JPEG
916,n06359193,ILSVRC2012_val_00031344.JPEG
924,n07583066,ILSVRC2012_val_00041753.JPEG
151,n02085620,ILSVRC2012_val_00026910.JPEG
942,n07717556,ILSVRC2012_val_00013254.JPEG
606,n03584829,ILSVRC2012_val_00004286.JPEG
990,n12768682,ILSVRC2012_val_00045215.JPEG
527,n03180011,ILSVRC2012_val_00020117.JPEG
431,n02804414,ILSVRC2012_val_00011350.JPEG
569,n03417042,ILSVRC2012_val_00007477.JPEG
273,n02115641,ILSVRC2012_val_00030055.JPEG
87,n01817953,ILSVRC2012_val_00001629.JPEG
572,n03443371,ILSVRC2012_val_00036363.JPEG
69,n01768244,ILSVRC2012_val_00034867.JPEG
234,n02106550,ILSVRC2012_val_00015333.JPEG
378,n02492035,ILSVRC2012_val_00041232.JPEG
759,n04069434,ILSVRC2012_val_00003744.JPEG
90,n01820546,ILSVRC2012_val_00013739.JPEG
508,n03085013,ILSVRC2012_val_00002499.JPEG
301,n02165456,ILSVRC2012_val_00030697.JPEG
853,n04417672,ILSVRC2012_val_00004658.JPEG
581,n03459775,ILSVRC2012_val_00025624.JPEG
160,n02088094,ILSVRC2012_val_00021532.JPEG
562,n03388043,ILSVRC2012_val_00030194.JPEG
300,n02165105,ILSVRC2012_val_00024426.JPEG
261,n02112350,ILSVRC2012_val_00028870.JPEG
86,n01807496,ILSVRC2012_val_00022866.JPEG
564,n03388549,ILSVRC2012_val_00033922.JPEG
517,n03126707,ILSVRC2012_val_00037953.JPEG
770,n04120489,ILSVRC2012_val_00021871.JPEG
794,n04209239,ILSVRC2012_val_00026601.JPEG
832,n04346328,ILSVRC2012_val_00015527.JPEG
191,n02096051,ILSVRC2012_val_00005982.JPEG
102,n01872401,ILSVRC2012_val_00024080.JPEG
218,n02102177,ILSVRC2012_val_00010758.JPEG
303,n02168699,ILSVRC2012_val_00040132.JPEG
566,n03394916,ILSVRC2012_val_00000957.JPEG
34,n01665541,ILSVRC2012_val_00026399.JPEG
697,n03877472,ILSVRC2012_val_00022197.JPEG
156,n02086646,ILSVRC2012_val_00011473.JPEG
745,n04009552,ILSVRC2012_val_00041414.JPEG
389,n02514041,ILSVRC2012_val_00020803.JPEG
952,n07753113,ILSVRC2012_val_00017659.JPEG
831,n04344873,ILSVRC2012_val_00042725.JPEG
129,n02006656,ILSVRC2012_val_00022418.JPEG
332,n02328150,ILSVRC2012_val_00020006.JPEG
827,n04330267,ILSVRC2012_val_00014070.JPEG
703,n03891251,ILSVRC2012_val_00033600.JPEG
798,n04238763,ILSVRC2012_val_00014937.JPEG
891,n04542943,ILSVRC2012_val_00040911.JPEG
538,n03220513,ILSVRC2012_val_00007952.JPEG
654,n03769881,ILSVRC2012_val_00010881.JPEG
388,n02510455,ILSVRC2012_val_00035397.JPEG
144,n02051845,ILSVRC2012_val_00027363.JPEG
347,n02410509,ILSVRC2012_val_00028745.JPEG
203,n02098286,ILSVRC2012_val_00039699.JPEG
808,n04259630,ILSVRC2012_val_00027685.JPEG
76,n01774750,ILSVRC2012_val_00003838.JPEG
565,n03393912,ILSVRC2012_val_00046281.JPEG
29,n01632777,ILSVRC2012_val_00045656.JPEG
660,n03776460,ILSVRC2012_val_00020024.JPEG
52,n01728572,ILSVRC2012_val_00042100.JPEG
910,n04597913,ILSVRC2012_val_00020639.JPEG
347,n02410509,ILSVRC2012_val_00034061.JPEG
755,n04044716,ILSVRC2012_val_00007361.JPEG
812,n04266014,ILSVRC2012_val_00001795.JPEG
66,n01753488,ILSVRC2012_val_00044048.JPEG
963,n07873807,ILSVRC2012_val_00026333.JPEG
436,n02814533,ILSVRC2012_val_00037112.JPEG
396,n02643566,ILSVRC2012_val_00008448.JPEG
685,n03841143,ILSVRC2012_val_00030557.JPEG
34,n01665541,ILSVRC2012_val_00026049.JPEG
884,n04523525,ILSVRC2012_val_00047177.JPEG
578,n03450230,ILSVRC2012_val_00012613.JPEG
518,n03127747,ILSVRC2012_val_00041023.JPEG
777,n04141327,ILSVRC2012_val_00005665.JPEG
506,n03065424,ILSVRC2012_val_00004338.JPEG
458,n02892201,ILSVRC2012_val_00029520.JPEG
640,n03717622,ILSVRC2012_val_00015092.JPEG
138,n02018795,ILSVRC2012_val_00042825.JPEG
333,n02342885,ILSVRC2012_val_00007980.JPEG
793,n04209133,ILSVRC2012_val_00029858.JPEG
699,n03884397,ILSVRC2012_val_00015915.JPEG
979,n09468604,ILSVRC2012_val_00033913.JPEG
352,n02422699,ILSVRC2012_val_00018236.JPEG
1,n01443537,ILSVRC2012_val_00020785.JPEG
227,n02105412,ILSVRC2012_val_00036712.JPEG
601,n03534580,ILSVRC2012_val_00021123.JPEG
106,n01883070,ILSVRC2012_val_00043353.JPEG
852,n04409515,ILSVRC2012_val_00025113.JPEG
589,n03483316,ILSVRC2012_val_00024194.JPEG
391,n02536864,ILSVRC2012_val_00040798.JPEG
258,n02111889,ILSVRC2012_val_00000590.JPEG
264,n02113186,ILSVRC2012_val_00042210.JPEG
668,n03788195,ILSVRC2012_val_00035070.JPEG
607,n03590841,ILSVRC2012_val_00000308.JPEG
11,n01531178,ILSVRC2012_val_00025151.JPEG
952,n07753113,ILSVRC2012_val_00025894.JPEG
150,n02077923,ILSVRC2012_val_00029634.JPEG
160,n02088094,ILSVRC2012_val_00015990.JPEG
912,n04604644,ILSVRC2012_val_00034678.JPEG
289,n02128757,ILSVRC2012_val_00040972.JPEG
139,n02025239,ILSVRC2012_val_00013509.JPEG
672,n03792972,ILSVRC2012_val_00020645.JPEG
87,n01817953,ILSVRC2012_val_00018428.JPEG
206,n02099429,ILSVRC2012_val_00031534.JPEG
575,n03445924,ILSVRC2012_val_00030913.JPEG
861,n04447861,ILSVRC2012_val_00038235.JPEG
917,n06596364,ILSVRC2012_val_00040030.JPEG
471,n02950826,ILSVRC2012_val_00043973.JPEG
395,n02641379,ILSVRC2012_val_00021699.JPEG
41,n01685808,ILSVRC2012_val_00018618.JPEG
901,n04579145,ILSVRC2012_val_00031933.JPEG
392,n02606052,ILSVRC2012_val_00030340.JPEG
893,n04548362,ILSVRC2012_val_00049453.JPEG
968,n07930864,ILSVRC2012_val_00005958.JPEG
204,n02098413,ILSVRC2012_val_00008639.JPEG
276,n02117135,ILSVRC2012_val_00029059.JPEG
421,n02788148,ILSVRC2012_val_00006150.JPEG
234,n02106550,ILSVRC2012_val_00032785.JPEG
146,n02058221,ILSVRC2012_val_00022688.JPEG
959,n07831146,ILSVRC2012_val_00044528.JPEG
150,n02077923,ILSVRC2012_val_00023081.JPEG
285,n02124075,ILSVRC2012_val_00023906.JPEG
985,n11939491,ILSVRC2012_val_00048975.JPEG
81,n01796340,ILSVRC2012_val_00037119.JPEG
713,n03924679,ILSVRC2012_val_00048387.JPEG
834,n04350905,ILSVRC2012_val_00049312.JPEG
64,n01749939,ILSVRC2012_val_00039651.JPEG
924,n07583066,ILSVRC2012_val_00027276.JPEG
933,n07697313,ILSVRC2012_val_00048841.JPEG
403,n02687172,ILSVRC2012_val_00041910.JPEG
613,n03602883,ILSVRC2012_val_00047465.JPEG
573,n03444034,ILSVRC2012_val_00047734.JPEG
954,n07753592,ILSVRC2012_val_00001849.JPEG
57,n01735189,ILSVRC2012_val_00006699.JPEG
914,n04612504,ILSVRC2012_val_00032371.JPEG
216,n02101556,ILSVRC2012_val_00030747.JPEG
375,n02488702,ILSVRC2012_val_00036767.JPEG
32,n01644900,ILSVRC2012_val_00013354.JPEG
730,n03967562,ILSVRC2012_val_00047855.JPEG
953,n07753275,ILSVRC2012_val_00024461.JPEG
886,n04525305,ILSVRC2012_val_00025822.JPEG
872,n04485082,ILSVRC2012_val_00009017.JPEG
685,n03841143,ILSVRC2012_val_00024543.JPEG
603,n03538406,ILSVRC2012_val_00006364.JPEG
132,n02009912,ILSVRC2012_val_00017874.JPEG
170,n02090721,ILSVRC2012_val_00042317.JPEG
22,n01614925,ILSVRC2012_val_00002031.JPEG
753,n04040759,ILSVRC2012_val_00026609.JPEG
466,n02917067,ILSVRC2012_val_00028597.JPEG
219,n02102318,ILSVRC2012_val_00028661.JPEG
317,n02259212,ILSVRC2012_val_00029444.JPEG
699,n03884397,ILSVRC2012_val_00042381.JPEG
418,n02783161,ILSVRC2012_val_00019443.JPEG
705,n03895866,ILSVRC2012_val_00024310.JPEG
189,n02095570,ILSVRC2012_val_00048370.JPEG
97,n01847000,ILSVRC2012_val_00003957.JPEG
440,n02823428,ILSVRC2012_val_00039338.JPEG
704,n03891332,ILSVRC2012_val_00008804.JPEG
9,n01518878,ILSVRC2012_val_00008898.JPEG
831,n04344873,ILSVRC2012_val_00041978.JPEG
150,n02077923,ILSVRC2012_val_00043549.JPEG
989,n12620546,ILSVRC2012_val_00011901.JPEG
139,n02025239,ILSVRC2012_val_00002265.JPEG
734,n03977966,ILSVRC2012_val_00022743.JPEG
938,n07715103,ILSVRC2012_val_00035253.JPEG
668,n03788195,ILSVRC2012_val_00044234.JPEG
347,n02410509,ILSVRC2012_val_00046658.JPEG
462,n02906734,ILSVRC2012_val_00009304.JPEG
936,n07714571,ILSVRC2012_val_00002925.JPEG
621,n03649909,ILSVRC2012_val_00023077.JPEG
840,n04367480,ILSVRC2012_val_00001527.JPEG
921,n07248320,ILSVRC2012_val_00003313.JPEG
500,n03042490,ILSVRC2012_val_00004725.JPEG
139,n02025239,ILSVRC2012_val_00021926.JPEG
754,n04041544,ILSVRC2012_val_00002756.JPEG
756,n04049303,ILSVRC2012_val_00025514.JPEG
556,n03347037,ILSVRC2012_val_00001413.JPEG
995,n13044778,ILSVRC2012_val_00044746.JPEG
321,n02276258,ILSVRC2012_val_00011772.JPEG
955,n07754684,ILSVRC2012_val_00007036.JPEG
354,n02437312,ILSVRC2012_val_00006200.JPEG
804,n04254120,ILSVRC2012_val_00025877.JPEG
757,n04065272,ILSVRC2012_val_00022419.JPEG
576,n03447447,ILSVRC2012_val_00047743.JPEG
75,n01774384,ILSVRC2012_val_00025508.JPEG
125,n01986214,ILSVRC2012_val_00020968.JPEG
461,n02895154,ILSVRC2012_val_00008884.JPEG
92,n01828970,ILSVRC2012_val_00011237.JPEG
939,n07716358,ILSVRC2012_val_00049877.JPEG
646,n03733281,ILSVRC2012_val_00004373.JPEG
792,n04208210,ILSVRC2012_val_00020523.JPEG
468,n02930766,ILSVRC2012_val_00005877.JPEG
333,n02342885,ILSVRC2012_val_00005002.JPEG
795,n04228054,ILSVRC2012_val_00046368.JPEG
202,n02098105,ILSVRC2012_val_00036069.JPEG
83,n01798484,ILSVRC2012_val_00001461.JPEG
970,n09193705,ILSVRC2012_val_00003084.JPEG
918,n06785654,ILSVRC2012_val_00019808.JPEG
369,n02483708,ILSVRC2012_val_00030605.JPEG
437,n02814860,ILSVRC2012_val_00047273.JPEG
998,n13133613,ILSVRC2012_val_00003423.JPEG
668,n03788195,ILSVRC2012_val_00002119.JPEG
91,n01824575,ILSVRC2012_val_00026679.JPEG
513,n03110669,ILSVRC2012_val_00037364.JPEG
256,n02111277,ILSVRC2012_val_00021777.JPEG
475,n02965783,ILSVRC2012_val_00018623.JPEG
531,n03197337,ILSVRC2012_val_00034569.JPEG
196,n02097047,ILSVRC2012_val_00042587.JPEG
141,n02028035,ILSVRC2012_val_00015392.JPEG
502,n03047690,ILSVRC2012_val_00040449.JPEG
884,n04523525,ILSVRC2012_val_00014873.JPEG
310,n02219486,ILSVRC2012_val_00021864.JPEG
569,n03417042,ILSVRC2012_val_00007519.JPEG
646,n03733281,ILSVRC2012_val_00019430.JPEG
371,n02486261,ILSVRC2012_val_00037467.JPEG
441,n02823750,ILSVRC2012_val_00014945.JPEG
937,n07714990,ILSVRC2012_val_00038518.JPEG
811,n04265275,ILSVRC2012_val_00024838.JPEG
120,n01980166,ILSVRC2012_val_00003776.JPEG
594,n03495258,ILSVRC2012_val_00030996.JPEG
520,n03131574,ILSVRC2012_val_00017218.JPEG
561,n03384352,ILSVRC2012_val_00010186.JPEG
325,n02281406,ILSVRC2012_val_00048184.JPEG
947,n07734744,ILSVRC2012_val_00010585.JPEG
317,n02259212,ILSVRC2012_val_00011112.JPEG
76,n01774750,ILSVRC2012_val_00000934.JPEG
277,n02119022,ILSVRC2012_val_00025207.JPEG
940,n07716906,ILSVRC2012_val_00030465.JPEG
307,n02177972,ILSVRC2012_val_00030510.JPEG
376,n02489166,ILSVRC2012_val_00047126.JPEG
439,n02817516,ILSVRC2012_val_00015849.JPEG
98,n01855032,ILSVRC2012_val_00006555.JPEG
252,n02110627,ILSVRC2012_val_00005489.JPEG
222,n02104029,ILSVRC2012_val_00017400.JPEG
159,n02087394,ILSVRC2012_val_00010643.JPEG
713,n03924679,ILSVRC2012_val_00036130.JPEG
769,n04118776,ILSVRC2012_val_00014473.JPEG
746,n04019541,ILSVRC2012_val_00016439.JPEG
764,n04090263,ILSVRC2012_val_00036115.JPEG
7,n01514668,ILSVRC2012_val_00011403.JPEG
189,n02095570,ILSVRC2012_val_00016742.JPEG
790,n04204238,ILSVRC2012_val_00037482.JPEG
128,n02002724,ILSVRC2012_val_00015893.JPEG
773,n04131690,ILSVRC2012_val_00019434.JPEG
236,n02107142,ILSVRC2012_val_00021350.JPEG
299,n02138441,ILSVRC2012_val_00024122.JPEG
169,n02090622,ILSVRC2012_val_00043334.JPEG
363,n02454379,ILSVRC2012_val_00040825.JPEG
379,n02492660,ILSVRC2012_val_00047185.JPEG
86,n01807496,ILSVRC2012_val_00003676.JPEG
807,n04258138,ILSVRC2012_val_00004498.JPEG
152,n02085782,ILSVRC2012_val_00019130.JPEG
715,n03929855,ILSVRC2012_val_00034396.JPEG
704,n03891332,ILSVRC2012_val_00038139.JPEG
533,n03207743,ILSVRC2012_val_00029761.JPEG
193,n02096294,ILSVRC2012_val_00029381.JPEG
812,n04266014,ILSVRC2012_val_00025238.JPEG
254,n02110958,ILSVRC2012_val_00007928.JPEG
29,n01632777,ILSVRC2012_val_00020772.JPEG
547,n03272562,ILSVRC2012_val_00043068.JPEG
72,n01773157,ILSVRC2012_val_00027376.JPEG
227,n02105412,ILSVRC2012_val_00013303.JPEG
284,n02123597,ILSVRC2012_val_00017186.JPEG
707,n03902125,ILSVRC2012_val_00021347.JPEG
453,n02870880,ILSVRC2012_val_00018286.JPEG
18,n01582220,ILSVRC2012_val_00037824.JPEG
953,n07753275,ILSVRC2012_val_00031767.JPEG
378,n02492035,ILSVRC2012_val_00017044.JPEG
224,n02105056,ILSVRC2012_val_00019329.JPEG
878,n04505470,ILSVRC2012_val_00007790.JPEG
320,n02268853,ILSVRC2012_val_00036639.JPEG
207,n02099601,ILSVRC2012_val_00038781.JPEG
594,n03495258,ILSVRC2012_val_00015833.JPEG
48,n01695060,ILSVRC2012_val_00010155.JPEG
157,n02086910,ILSVRC2012_val_00049414.JPEG
484,n02981792,ILSVRC2012_val_00042036.JPEG
561,n03384352,ILSVRC2012_val_00036025.JPEG
608,n03594734,ILSVRC2012_val_00028247.JPEG
380,n02493509,ILSVRC2012_val_00040638.JPEG
268,n02113978,ILSVRC2012_val_00031864.JPEG
225,n02105162,ILSVRC2012_val_00039782.JPEG
625,n03662601,ILSVRC2012_val_00011636.JPEG
451,n02865351,ILSVRC2012_val_00011047.JPEG
228,n02105505,ILSVRC2012_val_00032738.JPEG
239,n02107683,ILSVRC2012_val_00034011.JPEG
753,n04040759,ILSVRC2012_val_00015305.JPEG
99,n01855672,ILSVRC2012_val_00045520.JPEG
450,n02860847,ILSVRC2012_val_00003648.JPEG
677,n03804744,ILSVRC2012_val_00008538.JPEG
253,n02110806,ILSVRC2012_val_00001344.JPEG
742,n04004767,ILSVRC2012_val_00032968.JPEG
996,n13052670,ILSVRC2012_val_00016708.JPEG
865,n04462240,ILSVRC2012_val_00003394.JPEG
614,n03617480,ILSVRC2012_val_00048485.JPEG
78,n01776313,ILSVRC2012_val_00021337.JPEG
898,n04557648,ILSVRC2012_val_00020948.JPEG
723,n03944341,ILSVRC2012_val_00042139.JPEG
300,n02165105,ILSVRC2012_val_00022394.JPEG
544,n03259280,ILSVRC2012_val_00046315.JPEG
330,n02325366,ILSVRC2012_val_00014071.JPEG
427,n02795169,ILSVRC2012_val_00023608.JPEG
144,n02051845,ILSVRC2012_val_00030044.JPEG
112,n01943899,ILSVRC2012_val_00027248.JPEG
340,n02391049,ILSVRC2012_val_00026486.JPEG
244,n02108551,ILSVRC2012_val_00028229.JPEG
14,n01537544,ILSVRC2012_val_00023438.JPEG
640,n03717622,ILSVRC2012_val_00048354.JPEG
656,n03770679,ILSVRC2012_val_00047910.JPEG
953,n07753275,ILSVRC2012_val_00011347.JPEG
722,n03942813,ILSVRC2012_val_00000428.JPEG
136,n02017213,ILSVRC2012_val_00030662.JPEG
206,n02099429,ILSVRC2012_val_00005767.JPEG
873,n04486054,ILSVRC2012_val_00029473.JPEG
946,n07730033,ILSVRC2012_val_00044742.JPEG
273,n02115641,ILSVRC2012_val_00005735.JPEG
226,n02105251,ILSVRC2012_val_00022548.JPEG
716,n03930313,ILSVRC2012_val_00005754.JPEG
319,n02268443,ILSVRC2012_val_00001238.JPEG
483,n02980441,ILSVRC2012_val_00001990.JPEG
325,n02281406,ILSVRC2012_val_00027546.JPEG
467,n02927161,ILSVRC2012_val_00021547.JPEG
583,n03467068,ILSVRC2012_val_00041424.JPEG
230,n02105855,ILSVRC2012_val_00003810.JPEG
700,n03887697,ILSVRC2012_val_00020299.JPEG
616,n03627232,ILSVRC2012_val_00025844.JPEG
369,n02483708,ILSVRC2012_val_00025058.JPEG
88,n01818515,ILSVRC2012_val_00040359.JPEG
136,n02017213,ILSVRC2012_val_00029393.JPEG
179,n02093256,ILSVRC2012_val_00000248.JPEG
472,n02951358,ILSVRC2012_val_00020877.JPEG
903,n04584207,ILSVRC2012_val_00049337.JPEG
914,n04612504,ILSVRC2012_val_00022075.JPEG
637,n03710193,ILSVRC2012_val_00047916.JPEG
925,n07584110,ILSVRC2012_val_00024528.JPEG
934,n07697537,ILSVRC2012_val_00038387.JPEG
728,n03958227,ILSVRC2012_val_00000722.JPEG
528,n03187595,ILSVRC2012_val_00037784.JPEG
883,n04522168,ILSVRC2012_val_00011908.JPEG
141,n02028035,ILSVRC2012_val_00033216.JPEG
873,n04486054,ILSVRC2012_val_00012653.JPEG
29,n01632777,ILSVRC2012_val_00041298.JPEG
493,n03016953,ILSVRC2012_val_00044562.JPEG
92,n01828970,ILSVRC2012_val_00008236.JPEG
858,n04435653,ILSVRC2012_val_00026714.JPEG
969,n07932039,ILSVRC2012_val_00000139.JPEG
962,n07871810,ILSVRC2012_val_00027096.JPEG
136,n02017213,ILSVRC2012_val_00043456.JPEG
570,n03424325,ILSVRC2012_val_00035533.JPEG
